delivery_id,distance_km,package_weight_kg,delivery_type,vehicle_type,traffic_condition,weather,time_of_day,day_of_week,driver_experience_years,num_stops,is_priority,package_fragile,delivery_zone,customer_rating,fuel_cost,delivery_time_hours
DEL00250,7.38,7.21,Standard,Caminhão,Médio,Ensolarado,Tarde,Seg-Qui,,1,No,Yes,Urbana,3.17,5.35,17.79
DEL00195,17.19,3.99,Express,Van,Médio,Chuva Leve,Madrugada,Sexta,9,2,No,No,Suburbana,3.41,5.3,12.21
DEL02467,20.13,6.98,Standard,Van,Médio,Ensolarado,Tarde,Seg-Qui,4,2,No,No,Suburbana,3.19,5.94,20.18
DEL01760,16.96,6.89,Standard,Carro,Alto,Chuva Leve,Manhã,Seg-Qui,5,1,No,No,Urbana,3.63,6.35,19.61
DEL01933,0.31,7.1,Standard,Carro,Alto,Ensolarado,Noite,Seg-Qui,2,1,No,Yes,Rural,3.66,5.04,16.69
DEL00323,18.73,5.67,Standard,Moto,Médio,Ensolarado,Manhã,Sábado,3,2,No,No,Urbana,3.53,5.64,15.79
DEL01374,26.87,5.8,Standard,Caminhão,Baixo,Ensolarado,Tarde,Sexta,5,1,No,No,Urbana,2.99,5.65,15.83
DEL02437,4.22,6.69,Standard,Moto,,Nublado,Manhã,Seg-Qui,5,1,No,No,Urbana,2.57,5.88,10.21
DEL01063,12.03,7.36,Economy,Moto,,Ensolarado,Noite,Sábado,3,2,  No ,No,Suburbana,2.55,4.25,19.95
DEL01434,8.48,6.85,Standard,Carro,Médio,Chuva Leve,Tarde,Seg-Qui,0.5,1,Yes,No,Urbana,1.8,6.58,9.79
DEL01618,28.1,1.42,Standard,Carro,Baixo,Ensolarado,Manhã,Sexta,3,1,No,No,Suburbana,3.12,6.04,14.26
DEL02113,12.89,5.75,Standard,Van,Médio,Ensolarado,Tarde,Sábado,5,4,No,No,Urbana,2.6,4.28,21.1
DEL00474,10.7,5.15,Economy,Van,Alto,Nublado,Manhã,Sábado,9,2,No,Yes,Urbana,3.67,5.71,32.76
DEL00782,11.9,9.06,Standard,Carro,Baixo,Ensolarado,Tarde,Seg-Qui,5,7,No,No,Urbana,2.93,5.44,22.11
DEL00793,4.74,4.54,Express,Moto,Baixo,Ensolarado,Tarde,Seg-Qui,3,1,No,No,Rural,3.42,7.04,0.5
DEL00939,9.05,7.67,Standard,Moto,,Ensolarado,Tarde,Seg-Qui,10,1,Yes,Yes,Urbana,2.59,8.57,1.67
DEL00659,11.43,0.43,Standard,Moto,,Nublado,Manhã,Sexta,28.4,1,No,Yes,Urbana,2.24,5.36,17.22
DEL00600,16.46,7.26,Standard,Moto,Alto,Ensolarado,Tarde,Seg-Qui,10,3,No,No,Suburbana,2.19,5.97,20.43
DEL00532,21.6,1.4,Standard,Carro,  Congestionado ,Ensolarado,Tarde,Seg-Qui,5,1,No,Yes,Urbana,2.39,4.27,22.99
DEL00015,6.64,6.22,Economy,Carro,Médio,Ensolarado,Manhã,Sábado,7,4,Yes,No,Suburbana,2.42,5.52,23.91
DEL01931,17.54,9.6,Economy,Moto,Médio,Nublado,Madrugada,Sexta,5,1,No,No,Urbana,3.83,5.29,22.29
DEL02075,3.94,3.13,Standard,Carro,Médio,Nublado,Tarde,Sexta,5,3,Yes,No,Urbana,2.38,4.9,8.7
DEL02454,17.37,13.01,Express,Carro,Baixo,Ensolarado,Tarde,Seg-Qui,8,1,Yes,Yes,Rural,3.39,6.2,6.17
DEL00559,0.98,6.2,Standard,Carro,Médio,Nublado,Manhã,Seg-Qui,4,1,Yes,No,Urbana,2.18,5.23,9.6
DEL02449,24.09,5.01,Express,Carro,Baixo,Nublado,Noite,Sexta,8,1,No,No,Rural,2.06,4.1,7.94
DEL01151,18.99,8.39,Standard,Van,Médio,Chuva Leve,Tarde,Sexta,5,2,No,No,Urbana,3.5,5.27,26.23
DEL01685,21.08,6.6,Standard,Carro,Alto,Chuva Leve,Tarde,Seg-Qui,1,2,No,No,Urbana,2.99,,23.56
DEL00558,11.82,5.77,Standard,Caminhão,Médio,Nublado,Tarde,Seg-Qui,3,1,Yes,No,Suburbana,3.29,,15.43
DEL01490,20.38,11.44,Standard,Van,Médio,Chuva Forte,Tarde,Domingo,2,3,No,Yes,Urbana,2.57,5.55,33.16
DEL02087,3.64,4.91,Economy,Van,Alto,Chuva Forte,Tarde,Sábado,3,4,Yes,No,Urbana,2.79,4.99,39.14
DEL00182,10.61,7.16,Standard,Moto,Baixo,Chuva Forte,Manhã,Seg-Qui,3,1,No,No,Suburbana,3.89,,14.25
DEL01052,37.52,3.66,Standard,Van,Baixo,Nublado,Tarde,Sexta,6,4,No,Yes,Urbana,3.07,6.03,21.62
DEL01197,16.74,,Standard,Moto,Médio,Nublado,Manhã,  Seg-Qui ,7,1,Yes,No,Rural,3.22,4.64,1.32
DEL02207,16.01,4.39,Standard,Carro,Baixo,Ensolarado,Tarde,Seg-Qui,,2,Yes,No,Urbana,3.1,6.88,9.78
DEL01251,7.56,2.33,Standard,Caminhão,Alto,Chuva Leve,Tarde,Seg-Qui,4,3,No,No,Urbana,2.79,5.23,29.74
DEL00889,33.81,4.71,Economy,Carro,Congestionado,Ensolarado,Tarde,Sexta,0.5,3,No,Yes,Urbana,3.65,5.01,41.95
DEL01205,2.45,7.93,Express,Moto,Médio,Chuva Leve,Madrugada,Domingo,10,2,No,No,Suburbana,2.74,6.63,3.84
DEL00307,2.5,8.53,Standard,Caminhão,,Ensolarado,Manhã,Seg-Qui,0.5,2,no,No,Suburbana,3.69,6.48,26.93
DEL00161,18.57,5.4,Standard,Van,Baixo,Nublado,Madrugada,Seg-Qui,2,2,Yes,Yes,Urbana,3.45,7.18,6.61
DEL00175,23.61,6.51,Standard,Carro,Baixo,Chuva Forte,Tarde,Seg-Qui,5,2,No,No,Urbana,3.51,4.27,23.32
DEL01272,10.15,5.15,Standard,Moto,Alto,Ensolarado,Tarde,Seg-Qui,8,4,No,Yes,Suburbana,2.72,5.49,24.14
DEL01322,30.04,12.75,Standard,Van,Médio,Ensolarado,Manhã,Seg-Qui,5,4,No,No,Suburbana,3.39,6.01,23.63
DEL02446,9.93,1.04,Standard,Caminhão,Médio,Nublado,Manhã,Seg-Qui,0.5,1,No,No,Urbana,3.41,5.49,17.45
DEL01523,0.17,2.6,Standard,Caminhão,Médio,Nublado,Manhã,Seg-Qui,3,2,Yes,No,Urbana,2.87,,12.91
DEL02043,22.7,3.89,Standard,Carro,Médio,Ensolarado,Tarde,Seg-Qui,5,2,No,No,Urbana,,5.24,16.1
DEL00062,19.67,,Standard,Carro,Médio,Nublado,Madrugada,Seg-Qui,8,1,Yes,Yes,Urbana,3.26,5.53,2.77
DEL00328,33.81,1.75,Standard,Moto,Médio,Chuva Leve,Tarde,Seg-Qui,2,2,No,No,Urbana,3.86,4.38,13.18
DEL02031,28.61,6.11,Standard,Van,,Ensolarado,Madrugada,Sábado,6,1,Yes,No,Suburbana,3.02,4.92,10.25
DEL02438,6.1,8.22,Economy,Van,Médio,Ensolarado,Noite,Sábado,1,0,No,No,Urbana,1.93,4.9,30.24
DEL00509,9.39,7.95,Standard,Caminhão,Médio,Chuva Forte,Madrugada,Seg-Qui,4,3,No,No,Rural,2.76,,26.88
DEL00020,33.2,4.75,Standard,Moto,Médio,Nublado,Manhã,Sexta,5,1,No,No,Suburbana,3.38,4.77,13.44
DEL00503,12.39,8.93,Economy,Van,Médio,Nublado,Tarde,Domingo,,4,No,No,Suburbana,2.6,5.32,34.38
DEL02193,14.58,4.31,Express,Caminhão,Médio,Ensolarado,Noite,Seg-Qui,9,1,No,No,Urbana,1.99,5.7,9.29
DEL00019,9.18,,Standard,Moto,Médio,Ensolarado,Tarde,Seg-Qui,,1,No,Yes,Urbana,2.87,,9.07
DEL02408,25.12,55.11,Express,Carro,Baixo,Ensolarado,Tarde,Seg-Qui,5,2,Yes,No,Urbana,3.28,5.39,1.01
DEL02333,13.78,,Economy,Caminhão,Baixo,Chuva Leve,Manhã,Sexta,3,3,No,No,Urbana,3.25,7.42,35.15
DEL01565,22.88,,Economy,Moto,Alto,Ensolarado,Tarde,Seg-Qui,8,3,Yes,No,Urbana,2.56,5.28,24.88
DEL01805,14.48,2.94,Standard,Van,Alto,Ensolarado,Madrugada,Sexta,0.5,2,Yes,Yes,Urbana,2.87,6.17,16.58
DEL01759,14.2,1.77,Standard,Moto,Congestionado,Chuva Leve,Manhã,Seg-Qui,5,2,No,No,Urbana,2.94,6.12,24.4
DEL00425,17.62,2.83,Economy,Caminhão,Baixo,Nublado,Tarde,Domingo,9,1,No,No,Suburbana,2.91,5.1,26.28
DEL00761,10.2,6.68,Standard,Carro,Baixo,Ensolarado,Manhã,Seg-Qui,7,7,No,No,Suburbana,3.45,5.95,18.07
DEL01097,16.95,9.92,Standard,Caminhão,Baixo,Nublado,Noite,Sexta,,1,Yes,Yes,Urbana,2.02,6.03,16.33
DEL02032,21.41,5.37,Economy,Caminhão,Congestionado,Tempestade,Manhã,Seg-Qui,5,2,Yes,No,Urbana,3.01,7.16,51.55
DEL02355,,5.87,Economy,Carro,Congestionado,Ensolarado,Madrugada,Seg-Qui,8,3,No,Yes,Urbana,2.9,5.09,35.42
DEL01180,13.33,3.87,Standard,Moto,Alto,Nublado,Tarde,Seg-Qui,9,4,No,No,Urbana,3.49,6.13,16.76
DEL02296,20.83,3.85,Standard,Van,Médio,Chuva Forte,Tarde,Seg-Qui,4,5,No,No,Urbana,2.43,3.58,29.96
DEL01701,2.63,2.64,Standard,Van,  Baixo ,Ensolarado,Tarde,Seg-Qui,9,3,No,No,Suburbana,3.21,5.14,12.96
DEL00476,,2.63,Economy,Carro,Médio,Chuva Forte,Noite,Sexta,5,1,No,No,Urbana,5.63,5.2,30.64
DEL00404,10.85,1.96,Standard,Moto,Médio,Nublado,Tarde,Sexta,9,1,No,No,Suburbana,3.12,5.86,11.88
DEL01106,8.39,3.65,Standard,Moto,Alto,Ensolarado,Noite,Seg-Qui,,1,Yes,No,Urbana,2.61,4.75,8.54
DEL01969,0.84,3.93,Express,Van,Médio,Ensolarado,Madrugada,Domingo,0.5,2,Yes,No,Suburbana,2.15,4.66,3.01
DEL02381,27.08,4.29,Express,Van,Médio,Nublado,Manhã,Seg-Qui,10,3,No,No,Urbana,2.0,5.12,13.0
DEL01867,22.29,0.88,Standard,Carro,Médio,Ensolarado,Manhã,seg-qui,7,3,Yes,No,Urbana,2.21,5.76,4.24
DEL01847,7.37,7.79,Standard,Caminhão,Médio,Ensolarado,Noite,Seg-Qui,2,2,Yes,Yes,Urbana,2.71,7.03,18.24
DEL01962,17.03,6.34,Standard,Carro,Alto,Ensolarado,Tarde,Sábado,2,1,No,Yes,Urbana,2.82,3.88,25.41
DEL01121,17.77,4.21,Standard,Van,Congestionado,Nublado,Manhã,Seg-Qui,3,3,No,No,Rural,2.49,6.19,32.02
DEL00816,1.35,9.83,Standard,Carro,Médio,Nublado,Tarde,Seg-Qui,4,1,Yes,Yes,Urbana,2.52,5.74,6.66
DEL02476,5.75,,Express,Van,Baixo,Nublado,Tarde,Seg-Qui,6,1,No,No,Suburbana,3.49,5.22,8.28
DEL01206,12.91,4.94,Standard,Van,,Ensolarado,Manhã,Seg-Qui,2,1,No,No,Rural,2.37,5.3,15.27
DEL00924,16.34,2.08,Express,Caminhão,,Chuva Leve,Tarde,Seg-Qui,6,1,Yes,No,Urbana,2.83,6.62,8.42
DEL01000,2.32,8.95,Standard,Caminhão,,Chuva Leve,Manhã,Seg-Qui,6,4,No,No,Rural,2.93,5.85,24.83
DEL01145,31.08,4.84,Economy,Van,Alto,Ensolarado,Manhã,Sábado,1,2,Yes,Yes,Urbana,2.17,5.93,30.41
DEL00482,12.59,6.86,Economy,Moto,Médio,Ensolarado,Madrugada,Seg-Qui,10,2,Yes,No,Suburbana,1.74,5.06,14.51
DEL00836,4.81,5.52,Standard,Carro,Alto,Nublado,Tarde,Sexta,6,2,No,No,Suburbana,2.8,5.9,23.13
DEL00573,19.77,3.7,Standard,Carro,Alto,Nublado,Tarde,Sábado,3,2,No,Yes,Urbana,3.01,5.02,24.92
DEL01659,26.79,7.3,Standard,Van,Baixo,Nublado,Manhã,Sexta,2,2,No,Yes,Rural,,5.97,22.73
DEL00841,0.83,4.89,Economy,Van,Alto,Ensolarado,Manhã,Seg-Qui,9,4,No,No,Urbana,,5.2,29.08
DEL00880,26.2,1.62,Standard,Carro,,Nublado,Tarde,Sexta,7,3,No,No,Suburbana,,4.25,12.67
DEL02151,7.07,71.58,Standard,Caminhão,Médio,Chuva Forte,Noite,Seg-Qui,4,4,No,Yes,Rural,3.86,5.21,27.86
DEL00362,25.64,6.55,Standard,Moto,Alto,Nublado,Tarde,Seg-Qui,0.5,2,No,No,Urbana,3.46,4.75,22.24
DEL01120,13.91,5.96,Economy,Moto,Alto,Chuva Forte,Tarde,Seg-Qui,3,2,No,Yes,Urbana,2.71,7.29,41.29
DEL02000,29.42,2.15,Express,Van,Médio,Nublado,Manhã,Seg-Qui,5,1,No,No,Rural,2.61,6.9,12.0
DEL00154,9.64,5.01,Standard,Moto,Médio,Nublado,Tarde,Seg-Qui,1,2,No,No,Urbana,2.74,5.57,15.78
DEL02190,6.49,4.1,Standard,Moto,Alto,Ensolarado,Manhã,Sábado,1,2,No,No,Rural,3.31,5.29,15.15
DEL01396,17.11,,Economy,Carro,Médio,Ensolarado,Madrugada,Seg-Qui,4,1,Yes,No,Urbana,2.11,5.06,15.6
DEL01085,11.6,0.65,Express,Moto,Baixo,Chuva Leve,Manhã,Seg-Qui,1,3,No,No,Urbana,2.53,,2.51
DEL00618,9.04,2.0,Standard,Carro,Congestionado,Ensolarado,Tarde,Seg-Qui,1,2,No,No,Urbana,3.18,4.79,22.15
DEL02105,23.29,3.91,Express,Carro,Médio,Chuva Leve,Noite,Sexta,,2,No,Yes,Urbana,3.57,5.03,19.23
DEL02080,9.14,5.18,Standard,Carro,,Ensolarado,Tarde,Seg-Qui,8,3,Yes,Yes,  Rural ,2.13,5.29,8.46
DEL02395,31.98,7.7,Express,Van,Médio,Chuva Leve,Tarde,Seg-Qui,5,2,No,Yes,Urbana,2.83,4.82,20.53
DEL01003,23.16,4.86,Economy,Van,Médio,Ensolarado,Tarde,Sábado,9,2,Yes,No,Urbana,2.32,5.94,26.89
DEL00634,11.61,84.72,Standard,Van,Baixo,Ensolarado,Manhã,Sexta,0.5,2,Yes,Yes,Suburbana,3.48,5.69,4.68
DEL01321,10.48,8.78,Standard,Carro,Baixo,Ensolarado,Manhã,Sábado,3,2,No,No,Urbana,3.32,4.9,13.27
DEL00765,4.7,5.42,Express,  Carro ,Alto,Chuva Leve,Tarde,Seg-Qui,0.5,30,No,No,Urbana,1.55,6.33,23.28
DEL01308,37.82,1.85,Express,Caminhão,,Chuva Leve,Manhã,Seg-Qui,6,1,No,Yes,Urbana,2.53,5.5,16.69
DEL00896,28.92,6.85,Economy,Moto,Alto,Chuva Leve,Tarde,Seg-Qui,3,1,No,No,Urbana,3.57,5.58,29.73
DEL02157,22.79,7.09,Standard,Van,,Chuva Leve,Noite,Seg-Qui,7,2,Yes,Yes,Rural,2.48,5.53,17.1
DEL00294,18.11,5.93,Standard,Carro,,Ensolarado,Tarde,Seg-Qui,7,2,No,No,Suburbana,,5.56,18.48
DEL01589,11.76,7.89,Express,Caminhão,Médio,Ensolarado,Manhã,Sexta,2,3,No,No,Urbana,3.89,6.39,19.65
DEL00633,15.08,6.8,Express,Van,  Alto ,Chuva Leve,Tarde,Sábado,5,2,No,Yes,Suburbana,3.14,5.81,24.98
DEL01060,6.62,3.56,Express,Van,Médio,Ensolarado,Manhã,Seg-Qui,2,1,No,No,Urbana,2.11,4.07,8.1
DEL01573,23.32,3.28,Standard,Moto,,Chuva Forte,Manhã,Seg-Qui,1,1,No,No,Suburbana,3.41,6.0,15.99
DEL01609,17.94,9.09,Standard,Carro,Baixo,Nublado,Madrugada,Seg-Qui,5,3,No,No,Urbana,2.8,4.15,15.84
DEL01349,,4.72,Standard,Carro,,Ensolarado,Noite,Seg-Qui,1,1,No,No,Rural,3.1,5.77,8.11
DEL00959,13.96,3.05,Standard,Moto,Alto,Nublado,Tarde,Seg-Qui,6,0,No,No,Suburbana,2.85,4.91,17.86
DEL01207,7.32,,Economy,Van,Congestionado,Nublado,Tarde,Seg-Qui,6,2,No,Yes,Urbana,2.51,4.78,39.84
DEL02006,10.12,1.03,Standard,  Moto ,Médio,Ensolarado,Manhã,Sábado,6,2,No,No,Urbana,3.51,4.87,10.31
DEL01587,8.97,4.38,Standard,Carro,,Ensolarado,Noite,Sábado,5,3,No,Yes,Urbana,3.45,4.92,16.25
DEL00422,22.69,5.52,Express,Carro,Médio,Nublado,Noite,Domingo,10,2,No,No,Suburbana,1.85,,11.98
DEL00048,10.91,5.88,Standard,Van,,Ensolarado,Manhã,Sábado,0.5,2,No,No,Urbana,3.21,7.33,17.53
DEL01563,13.84,8.15,Standard,Carro,Médio,Ensolarado,Tarde,Sexta,,3,Yes,No,Urbana,3.0,,12.12
DEL01153,0.72,1.71,Express,Carro,Alto,Ensolarado,Manhã,Seg-Qui,4,1,No,No,Suburbana,2.45,6.81,6.39
DEL01891,17.58,2.42,Standard,Moto,,Ensolarado,Tarde,Sábado,6,4,No,No,Urbana,,3.59,24.44
DEL01064,14.9,9.5,Express,Carro,Alto,Ensolarado,Tarde,Seg-Qui,0.5,3,No,No,Suburbana,,5.64,17.29
DEL00749,17.62,3.93,  Standard ,Carro,Baixo,Nublado,Tarde,Seg-Qui,10,2,No,No,Urbana,2.22,6.2,10.7
DEL00373,24.09,5.8,Standard,Moto,Alto,Ensolarado,Noite,Domingo,8,2,No,Yes,Rural,2.99,5.24,16.02
DEL00076,11.31,7.19,Economy,Carro,Médio,Ensolarado,Tarde,Sábado,8,1,No,Yes,Rural,2.93,4.76,25.31
DEL00305,18.07,8.27,Standard,Van,Baixo,Nublado,Madrugada,Sexta,,1,Yes,Yes,Urbana,2.72,5.33,9.7
DEL01341,,4.51,Standard,Carro,Alto,Ensolarado,Manhã,Sábado,6,1,No,No,Urbana,2.07,6.65,21.53
DEL02072,7.89,7.53,Economy,Moto,Médio,Ensolarado,Tarde,Domingo,3,3,No,Yes,Urbana,3.26,6.08,25.98
DEL01198,20.29,5.32,Economy,Carro,Médio,Chuva Leve,Manhã,Sábado,3,2,No,No,Suburbana,1.95,4.96,30.59
DEL01103,14.16,6.77,Standard,Carro,Baixo,Chuva Forte,Manhã,Seg-Qui,10,1,No,No,Urbana,2.81,5.54,16.9
DEL00027,4.13,3.49,Standard,Carro,Baixo,Nublado,Manhã,Seg-Qui,5,1,Yes,Yes,Urbana,2.6,6.21,3.58
DEL00134,7.57,5.66,Express,Van,Alto,Chuva Leve,Tarde,Sexta,9,2,No,No,Urbana,2.59,5.89,19.44
DEL00400,0.63,2.54,Express,Carro,Alto,Ensolarado,Tarde,Seg-Qui,4,2,No,Yes,Suburbana,2.73,5.52,9.15
DEL01556,23.81,2.54,Standard,Moto,,Nublado,Noite,Domingo,3,4,Yes,No,Suburbana,1.39,6.66,10.38
DEL00631,4.67,4.93,Standard,Carro,Alto,Ensolarado,Manhã,Domingo,2,4,No,No,Suburbana,3.2,5.05,24.14
DEL00898,4.23,4.15,Economy,Van,Congestionado,Ensolarado,Manhã,Sábado,5,2,No,No,Suburbana,3.19,5.48,41.66
DEL01516,6.16,,Standard,Moto,Médio,Ensolarado,Noite,Seg-Qui,6,1,Yes,No,Urbana,2.65,6.42,2.84
DEL00079,0.86,6.79,Standard,Carro,baixo,Ensolarado,Tarde,Seg-Qui,3,4,Yes,Yes,Urbana,1.45,6.11,12.26
DEL02498,7.81,5.12,Standard,Carro,Congestionado,Chuva Leve,Tarde,Seg-Qui,10,2,No,No,Urbana,2.55,5.04,26.49
DEL01699,14.94,5.47,Express,  Carro ,Baixo,Nublado,Madrugada,Sexta,,1,Yes,Yes,Urbana,2.37,4.39,3.56
DEL01801,,,Standard,Carro,Congestionado,Nublado,Noite,Seg-Qui,4,3,No,No,Urbana,2.25,5.83,23.21
DEL02261,18.81,5.49,Express,Moto,Médio,Ensolarado,Tarde,Seg-Qui,0.5,3,Yes,No,Urbana,2.02,3.85,4.53
DEL01314,21.98,5.28,Standard,Carro,Baixo,Nublado,Noite,Seg-Qui,10,2,No,Yes,Rural,2.28,4.58,13.53
DEL01930,10.94,2.52,Standard,Van,Médio,Chuva Forte,Noite,Seg-Qui,6,3,No,No,Suburbana,3.54,,23.16
DEL00209,1.12,3.35,Express,Moto,Alto,Ensolarado,Tarde,Sexta,6,1,No,No,Urbana,,5.28,8.67
DEL02155,6.52,5.07,Standard,Moto,Médio,Ensolarado,Tarde,Sábado,2,2,No,No,Urbana,3.82,,12.66
DEL01218,3.74,4.64,Economy,Moto,  Médio ,Ensolarado,Tarde,Sábado,8,2,No,No,Urbana,2.39,5.07,24.82
DEL02264,1.74,0.06,Standard,Van,Alto,Chuva Leve,Manhã,Seg-Qui,6,1,Yes,No,Urbana,2.74,5.8,11.57
DEL00434,0.54,7.92,Express,Carro,,Ensolarado,Manhã,Seg-Qui,0.5,2,No,No,Urbana,2.51,6.3,14.44
DEL02282,4.57,6.78,Economy,Carro,Médio,Chuva Leve,Manhã,Sexta,10,3,No,No,Urbana,3.28,6.46,25.17
DEL01022,8.02,10.65,Economy,Carro,,Nublado,Tarde,Seg-Qui,8,4,No,No,Urbana,3.73,5.17,34.86
DEL01501,18.05,3.26,Standard,Carro,Alto,Tempestade,Manhã,Seg-Qui,5,2,Yes,No,Urbana,2.44,5.07,28.31
DEL01961,17.86,5.4,Standard,Van,Alto,Nublado,Noite,Sábado,5,2,No,No,Urbana,2.92,5.28,24.29
DEL00172,13.98,5.6,Economy,Moto,Médio,Chuva Forte,Noite,Seg-Qui,5,2,Yes,No,Urbana,3.02,5.76,25.0
DEL01998,0.09,1.47,Standard,Carro,Médio,Ensolarado,Manhã,Sábado,4,1,No,No,Urbana,2.91,5.62,12.09
DEL00333,8.48,7.14,Economy,Moto,Médio,Ensolarado,Tarde,Sexta,4,1,No,No,Urbana,3.44,4.25,21.24
DEL00995,18.61,4.16,Standard,Moto,Baixo,Nublado,Manhã,Seg-Qui,6,3,Yes,No,Urbana,2.77,5.15,4.36
DEL00350,21.46,7.97,Standard,Van,Alto,Tempestade,Manhã,Sábado,9,3,No,Yes,Urbana,2.76,5.67,44.01
DEL01329,0.91,3.46,Standard,Moto,Alto,Ensolarado,Manhã,Seg-Qui,,2,No,No,Urbana,3.5,5.97,15.57
DEL02396,16.09,3.53,Express,Carro,Alto,Tempestade,Tarde,Sexta,6,2,Yes,No,Suburbana,3.16,4.75,23.62
DEL00481,4.98,5.52,Express,Moto,Médio,Nublado,Manhã,Seg-Qui,5,2,No,No,Urbana,3.25,6.13,5.82
DEL02267,12.3,4.75,Express,Caminhão,Alto,Nublado,Manhã,Seg-Qui,6,1,Yes,No,Urbana,3.29,4.07,16.01
DEL02007,0.1,4.83,Express,Carro,Baixo,Ensolarado,Madrugada,Seg-Qui,5,2,Yes,Yes,Urbana,,6.16,0.5
DEL02284,1.98,6.49,Economy,Moto,Alto,Nublado,Madrugada,  Sábado ,9,1,No,Yes,Suburbana,3.42,6.03,22.03
DEL02009,27.6,1.86,Standard,Carro,,Ensolarado,Tarde,Seg-Qui,5,3,No,No,Urbana,2.28,4.94,17.7
DEL00967,2.63,5.35,Express,Carro,  Alto ,Nublado,Madrugada,Sexta,,1,Yes,No,Urbana,2.33,6.25,8.02
DEL00691,22.77,7.99,Standard,Carro,Médio,Ensolarado,Tarde,Sexta,6,2,No,Yes,Urbana,3.51,6.04,16.92
DEL00135,21.06,5.87,Standard,Van,Médio,Ensolarado,Madrugada,Seg-Qui,8,1,Yes,No,Suburbana,3.48,6.84,9.76
DEL02047,10.22,0.68,Standard,Moto,Baixo,Ensolarado,Manhã,Seg-Qui,3,1,No,No,Urbana,,5.54,4.94
DEL00412,22.67,6.1,Standard,Moto,Médio,Nublado,Manhã,Seg-Qui,4,3,No,No,Urbana,2.31,4.63,11.19
DEL02352,18.4,5.5,Standard,Van,Baixo,Chuva Leve,Noite,Sábado,4,1,No,No,Suburbana,3.53,6.56,17.45
DEL01372,42.81,6.04,Economy,Moto,Médio,Ensolarado,Tarde,Seg-Qui,4,2,No,No,Urbana,2.56,6.1,27.84
DEL01124,18.93,7.82,Economy,Moto,alto,Ensolarado,Tarde,Sexta,4,1,No,Yes,Urbana,2.88,5.46,31.31
DEL01904,13.21,7.23,Economy,Carro,Médio,Ensolarado,Noite,Sábado,29.9,1,No,Yes,Urbana,3.12,,25.06
DEL01686,27.52,2.24,Economy,Carro,Alto,Ensolarado,Manhã,Sexta,4,1,No,No,Urbana,3.6,4.72,32.17
DEL00205,18.93,4.9,Standard,Carro,Alto,Nublado,Tarde,Sábado,9,1,Yes,No,Suburbana,2.56,4.83,16.41
DEL00142,1.42,5.55,Standard,Moto,Baixo,Ensolarado,Noite,Domingo,2,2,No,No,Urbana,2.6,5.91,8.6
DEL01146,11.24,2.46,Economy,Caminhão,Baixo,Nublado,Madrugada,Domingo,0.5,1,Yes,No,Urbana,3.17,5.23,16.18
DEL00964,15.87,5.92,Standard,Moto,Médio,Chuva Forte,Tarde,Seg-Qui,6,2,No,No,Urbana,2.74,4.97,21.24
DEL01057,,3.53,Economy,Carro,Congestionado,Nublado,Manhã,Seg-Qui,,3,Yes,Yes,Rural,3.36,,31.49
DEL01675,10.73,1.59,Economy,Carro,Alto,Chuva Leve,Manhã,Seg-Qui,,1,Yes,Yes,Urbana,3.41,4.54,25.26
DEL02417,6.7,6.45,Economy,Moto,Baixo,Chuva Leve,Tarde,Seg-Qui,5,4,No,Yes,Urbana,3.01,,27.28
DEL01620,16.53,7.07,Standard,Moto,Baixo,Nublado,Manhã,Sábado,6,3,Yes,Yes,Suburbana,3.01,6.06,7.39
DEL00567,16.58,3.2,Standard,Van,Alto,Chuva Forte,Tarde,Seg-Qui,8,2,No,Yes,Urbana,,5.98,27.62
DEL00398,2.0,3.67,Express,Carro,Médio,Nublado,Tarde,Seg-Qui,5,2,No,No,Suburbana,2.73,4.66,8.38
DEL01649,16.24,3.41,Standard,Van,Baixo,Chuva Forte,Manhã,Seg-Qui,3,1,  Yes ,No,Rural,2.68,6.32,14.61
DEL00238,19.35,2.27,Standard,Caminhão,Alto,Ensolarado,Tarde,Sexta,9,1,No,No,Urbana,2.27,5.77,24.49
DEL02201,11.39,3.63,Standard,Carro,,Ensolarado,Madrugada,Sábado,4,1,No,No,Urbana,2.85,4.53,14.76
DEL02135,22.11,3.84,Standard,Carro,,Nublado,Tarde,Seg-Qui,4,1,No,No,Suburbana,3.76,4.95,14.2
DEL00755,25.87,3.77,Standard,Van,Baixo,Nublado,Manhã,Seg-Qui,3,1,No,No,Urbana,2.68,4.7,13.42
DEL00417,15.81,0.33,Standard,Moto,Congestionado,Nublado,Madrugada,Sexta,8,2,Yes,Yes,Urbana,2.93,6.49,16.6
DEL02051,26.35,2.69,Economy,Van,Médio,Nublado,Tarde,Seg-Qui,2,1,No,No,Urbana,3.35,5.21,27.39
DEL01111,19.57,7.67,Economy,Carro,,Ensolarado,Tarde,Sábado,3,1,No,No,Urbana,3.87,5.24,25.6
DEL00028,6.06,4.45,Economy,Carro,Alto,Ensolarado,Manhã,Seg-Qui,3,4,No,No,Urbana,2.89,4.23,32.29
DEL02360,14.45,12.6,Economy,Carro,Congestionado,Ensolarado,Manhã,Seg-Qui,8,1,No,No,Suburbana,2.75,5.35,39.5
DEL01684,24.21,6.02,Express,Van,Médio,Ensolarado,Tarde,Sexta,5,4,Yes,No,Urbana,,5.05,15.58
